ATKMSG_M_000=(!)
ATKMSG_Y_000=(!)
ATKMSG_E_000=(!)
ATKMSG_N_000=(!)
ATKMSG_M_001=¡{0x0101,0x0000} ha usado Destructor!
ATKMSG_Y_264=¡El {0x0101,0x0000} salvaje ha usado Puño Certero!
ATKMSG_E_264=¡El {0x0101,0x0000} enemigo ha usado Puño Certero!
ATKMSG_N_264=¡El {0x0101,0x0000} dominante ha usado Puño Certero!
ATKMSG_M_265=¡{0x0101,0x0000} ha usado Estímulo!
ATKMSG_Y_265=¡El {0x0101,0x0000} salvaje ha usado Estímulo!
ATKMSG_E_265=¡El {0x0101,0x0000} enemigo ha usado Estímulo!
ATKMSG_N_265=¡El {0x0101,0x0000} dominante ha usado Estímulo!
ATKMSG_M_266=¡{0x0101,0x0000} ha usado Señuelo!
ATKMSG_Y_266=¡El {0x0101,0x0000} salvaje ha usado Señuelo!
ATKMSG_E_266=¡El {0x0101,0x0000} enemigo ha usado Señuelo!
ATKMSG_N_266=¡El {0x0101,0x0000} dominante ha usado Señuelo!
ATKMSG_M_267=¡{0x0101,0x0000} ha usado Adaptación!
ATKMSG_Y_267=¡El {0x0101,0x0000} salvaje ha usado Adaptación!
ATKMSG_E_267=¡El {0x0101,0x0000} enemigo ha usado Adaptación!
ATKMSG_N_267=¡El {0x0101,0x0000} dominante ha usado Adaptación!
ATKMSG_M_268=¡{0x0101,0x0000} ha usado Carga!
ATKMSG_Y_268=¡El {0x0101,0x0000} salvaje ha usado Carga!
ATKMSG_E_268=¡El {0x0101,0x0000} enemigo ha usado Carga!
ATKMSG_N_268=¡El {0x0101,0x0000} dominante ha usado Carga!
ATKMSG_M_269=¡{0x0101,0x0000} ha usado Mofa!
ATKMSG_Y_269=¡El {0x0101,0x0000} salvaje ha usado Mofa!
ATKMSG_E_269=¡El {0x0101,0x0000} enemigo ha usado Mofa!
ATKMSG_N_269=¡El {0x0101,0x0000} dominante ha usado Mofa!
ATKMSG_M_270=¡{0x0101,0x0000} ha usado Refuerzo!
ATKMSG_Y_270=¡El {0x0101,0x0000} salvaje ha usado Refuerzo!
ATKMSG_E_270=¡El {0x0101,0x0000} enemigo ha usado Refuerzo!
ATKMSG_N_270=¡El {0x0101,0x0000} dominante ha usado Refuerzo!
ATKMSG_M_271=¡{0x0101,0x0000} ha usado Truco!
ATKMSG_Y_271=¡El {0x0101,0x0000} salvaje ha usado Truco!
ATKMSG_E_271=¡El {0x0101,0x0000} enemigo ha usado Truco!
ATKMSG_N_271=¡El {0x0101,0x0000} dominante ha usado Truco!
ATKMSG_M_272=¡{0x0101,0x0000} ha usado Imitación!
ATKMSG_Y_272=¡El {0x0101,0x0000} salvaje ha usado Imitación!
ATKMSG_E_272=¡El {0x0101,0x0000} enemigo ha usado Imitación!
ATKMSG_N_272=¡El {0x0101,0x0000} dominante ha usado Imitación!
ATKMSG_M_273=¡{0x0101,0x0000} ha usado Deseo!
ATKMSG_Y_273=¡El {0x0101,0x0000} salvaje ha usado Deseo!
ATKMSG_E_273=¡El {0x0101,0x0000} enemigo ha usado Deseo!
ATKMSG_N_273=¡El {0x0101,0x0000} dominante ha usado Deseo!
ATKMSG_M_274=¡{0x0101,0x0000} ha usado Ayuda!
ATKMSG_Y_274=¡El {0x0101,0x0000} salvaje ha usado Ayuda!
ATKMSG_E_274=¡El {0x0101,0x0000} enemigo ha usado Ayuda!
ATKMSG_N_274=¡El {0x0101,0x0000} dominante ha usado Ayuda!
ATKMSG_M_275=¡{0x0101,0x0000} ha usado Arraigo!
ATKMSG_Y_275=¡El {0x0101,0x0000} salvaje ha usado Arraigo!
ATKMSG_E_275=¡El {0x0101,0x0000} enemigo ha usado Arraigo!
ATKMSG_N_275=¡El {0x0101,0x0000} dominante ha usado Arraigo!
ATKMSG_M_276=¡{0x0101,0x0000} ha usado Fuerza Bruta!
ATKMSG_Y_276=¡El {0x0101,0x0000} salvaje ha usado Fuerza Bruta!
ATKMSG_E_276=¡El {0x0101,0x0000} enemigo ha usado Fuerza Bruta!
ATKMSG_N_276=¡El {0x0101,0x0000} dominante ha usado Fuerza Bruta!
ATKMSG_M_277=¡{0x0101,0x0000} ha usado Capa Mágica!
ATKMSG_Y_277=¡El {0x0101,0x0000} salvaje ha usado Capa Mágica!
ATKMSG_E_277=¡El {0x0101,0x0000} enemigo ha usado Capa Mágica!
ATKMSG_N_277=¡El {0x0101,0x0000} dominante ha usado Capa Mágica!
ATKMSG_M_278=¡{0x0101,0x0000} ha usado Reciclaje!
ATKMSG_Y_278=¡El {0x0101,0x0000} salvaje ha usado Reciclaje!
ATKMSG_E_278=¡El {0x0101,0x0000} enemigo ha usado Reciclaje!
ATKMSG_N_278=¡El {0x0101,0x0000} dominante ha usado Reciclaje!
ATKMSG_M_279=¡{0x0101,0x0000} ha usado Desquite!
ATKMSG_Y_279=¡El {0x0101,0x0000} salvaje ha usado Desquite!
ATKMSG_E_279=¡El {0x0101,0x0000} enemigo ha usado Desquite!
ATKMSG_N_279=¡El {0x0101,0x0000} dominante ha usado Desquite!
ATKMSG_M_280=¡{0x0101,0x0000} ha usado Demolición!
ATKMSG_Y_280=¡El {0x0101,0x0000} salvaje ha usado Demolición!
ATKMSG_E_280=¡El {0x0101,0x0000} enemigo ha usado Demolición!
ATKMSG_N_280=¡El {0x0101,0x0000} dominante ha usado Demolición!
ATKMSG_M_281=¡{0x0101,0x0000} ha usado Bostezo!
ATKMSG_Y_281=¡El {0x0101,0x0000} salvaje ha usado Bostezo!
ATKMSG_E_281=¡El {0x0101,0x0000} enemigo ha usado Bostezo!
ATKMSG_N_281=¡El {0x0101,0x0000} dominante ha usado Bostezo!
ATKMSG_M_282=¡{0x0101,0x0000} ha usado Desarme!
ATKMSG_Y_282=¡El {0x0101,0x0000} salvaje ha usado Desarme!
ATKMSG_E_282=¡El {0x0101,0x0000} enemigo ha usado Desarme!
ATKMSG_N_282=¡El {0x0101,0x0000} dominante ha usado Desarme!
ATKMSG_M_283=¡{0x0101,0x0000} ha usado Esfuerzo!
ATKMSG_Y_283=¡El {0x0101,0x0000} salvaje ha usado Esfuerzo!
ATKMSG_E_283=¡El {0x0101,0x0000} enemigo ha usado Esfuerzo!
ATKMSG_N_283=¡El {0x0101,0x0000} dominante ha usado Esfuerzo!
ATKMSG_M_284=¡{0x0101,0x0000} ha usado Estallido!
ATKMSG_Y_284=¡El {0x0101,0x0000} salvaje ha usado Estallido!
ATKMSG_E_284=¡El {0x0101,0x0000} enemigo ha usado Estallido!
ATKMSG_N_284=¡El {0x0101,0x0000} dominante ha usado Estallido!
ATKMSG_M_285=¡{0x0101,0x0000} ha usado Intercambio!
ATKMSG_Y_285=¡El {0x0101,0x0000} salvaje ha usado Intercambio!
ATKMSG_E_285=¡El {0x0101,0x0000} enemigo ha usado Intercambio!
ATKMSG_N_285=¡El {0x0101,0x0000} dominante ha usado Intercambio!
ATKMSG_M_286=¡{0x0101,0x0000} ha usado Cerca!
ATKMSG_Y_286=¡El {0x0101,0x0000} salvaje ha usado Cerca!
ATKMSG_E_286=¡El {0x0101,0x0000} enemigo ha usado Cerca!
ATKMSG_N_286=¡El {0x0101,0x0000} dominante ha usado Cerca!
ATKMSG_M_287=¡{0x0101,0x0000} ha usado Alivio!
ATKMSG_Y_287=¡El {0x0101,0x0000} salvaje ha usado Alivio!
ATKMSG_E_287=¡El {0x0101,0x0000} enemigo ha usado Alivio!
ATKMSG_N_287=¡El {0x0101,0x0000} dominante ha usado Alivio!
ATKMSG_M_288=¡{0x0101,0x0000} ha usado Rabia!
ATKMSG_Y_288=¡El {0x0101,0x0000} salvaje ha usado Rabia!
ATKMSG_E_288=¡El {0x0101,0x0000} enemigo ha usado Rabia!
ATKMSG_N_288=¡El {0x0101,0x0000} dominante ha usado Rabia!
ATKMSG_M_289=¡{0x0101,0x0000} ha usado Robo!
ATKMSG_Y_289=¡El {0x0101,0x0000} salvaje ha usado Robo!
ATKMSG_E_289=¡El {0x0101,0x0000} enemigo ha usado Robo!
ATKMSG_N_289=¡El {0x0101,0x0000} dominante ha usado Robo!
ATKMSG_M_290=¡{0x0101,0x0000} ha usado Daño Secreto!
ATKMSG_Y_290=¡El {0x0101,0x0000} salvaje ha usado Daño Secreto!
ATKMSG_E_290=¡El {0x0101,0x0000} enemigo ha usado Daño Secreto!
ATKMSG_N_290=¡El {0x0101,0x0000} dominante ha usado Daño Secreto!
ATKMSG_M_291=¡{0x0101,0x0000} ha usado Buceo!
ATKMSG_Y_291=¡El {0x0101,0x0000} salvaje ha usado Buceo!
ATKMSG_E_291=¡El {0x0101,0x0000} enemigo ha usado Buceo!
ATKMSG_N_291=¡El {0x0101,0x0000} dominante ha usado Buceo!
ATKMSG_M_292=¡{0x0101,0x0000} ha usado Empujón!
ATKMSG_Y_292=¡El {0x0101,0x0000} salvaje ha usado Empujón!
ATKMSG_E_292=¡El {0x0101,0x0000} enemigo ha usado Empujón!
ATKMSG_N_292=¡El {0x0101,0x0000} dominante ha usado Empujón!
ATKMSG_M_293=¡{0x0101,0x0000} ha usado Camuflaje!
ATKMSG_Y_293=¡El {0x0101,0x0000} salvaje ha usado Camuflaje!
ATKMSG_E_293=¡El {0x0101,0x0000} enemigo ha usado Camuflaje!
ATKMSG_N_293=¡El {0x0101,0x0000} dominante ha usado Camuflaje!
ATKMSG_M_294=¡{0x0101,0x0000} ha usado Ráfaga!
ATKMSG_Y_294=¡El {0x0101,0x0000} salvaje ha usado Ráfaga!
ATKMSG_E_294=¡El {0x0101,0x0000} enemigo ha usado Ráfaga!
ATKMSG_N_294=¡El {0x0101,0x0000} dominante ha usado Ráfaga!
ATKMSG_M_295=¡{0x0101,0x0000} ha usado Resplandor!
ATKMSG_Y_295=¡El {0x0101,0x0000} salvaje ha usado Resplandor!
ATKMSG_E_295=¡El {0x0101,0x0000} enemigo ha usado Resplandor!
ATKMSG_N_295=¡El {0x0101,0x0000} dominante ha usado Resplandor!
ATKMSG_M_296=¡{0x0101,0x0000} ha usado Bola Neblina!
ATKMSG_Y_296=¡El {0x0101,0x0000} salvaje ha usado Bola Neblina!
ATKMSG_E_296=¡El {0x0101,0x0000} enemigo ha usado Bola Neblina!
ATKMSG_N_296=¡El {0x0101,0x0000} dominante ha usado Bola Neblina!
ATKMSG_M_297=¡{0x0101,0x0000} ha usado Danza Pluma!
ATKMSG_Y_297=¡El {0x0101,0x0000} salvaje ha usado Danza Pluma!
ATKMSG_E_297=¡El {0x0101,0x0000} enemigo ha usado Danza Pluma!
ATKMSG_N_297=¡El {0x0101,0x0000} dominante ha usado Danza Pluma!
ATKMSG_M_298=¡{0x0101,0x0000} ha usado Danza Caos!
ATKMSG_Y_298=¡El {0x0101,0x0000} salvaje ha usado Danza Caos!
ATKMSG_E_298=¡El {0x0101,0x0000} enemigo ha usado Danza Caos!
ATKMSG_N_298=¡El {0x0101,0x0000} dominante ha usado Danza Caos!
ATKMSG_M_299=¡{0x0101,0x0000} ha usado Patada Ígnea!
ATKMSG_Y_299=¡El {0x0101,0x0000} salvaje ha usado Patada Ígnea!
ATKMSG_E_299=¡El {0x0101,0x0000} enemigo ha usado Patada Ígnea!
ATKMSG_N_299=¡El {0x0101,0x0000} dominante ha usado Patada Ígnea!
ATKMSG_M_300=¡{0x0101,0x0000} ha usado Chapoteo Lodo!
ATKMSG_Y_300=¡El {0x0101,0x0000} salvaje ha usado Chapoteo Lodo!
ATKMSG_E_300=¡El {0x0101,0x0000} enemigo ha usado Chapoteo Lodo!
ATKMSG_N_300=¡El {0x0101,0x0000} dominante ha usado Chapoteo Lodo!
ATKMSG_M_301=¡{0x0101,0x0000} ha usado Bola Hielo!
ATKMSG_Y_301=¡El {0x0101,0x0000} salvaje ha usado Bola Hielo!
ATKMSG_E_301=¡El {0x0101,0x0000} enemigo ha usado Bola Hielo!
ATKMSG_N_301=¡El {0x0101,0x0000} dominante ha usado Bola Hielo!
ATKMSG_M_302=¡{0x0101,0x0000} ha usado Brazo Pincho!
ATKMSG_Y_302=¡El {0x0101,0x0000} salvaje ha usado Brazo Pincho!
ATKMSG_E_302=¡El {0x0101,0x0000} enemigo ha usado Brazo Pincho!
ATKMSG_N_302=¡El {0x0101,0x0000} dominante ha usado Brazo Pincho!
ATKMSG_M_303=¡{0x0101,0x0000} ha usado Relajo!
ATKMSG_Y_303=¡El {0x0101,0x0000} salvaje ha usado Relajo!
ATKMSG_E_303=¡El {0x0101,0x0000} enemigo ha usado Relajo!
ATKMSG_N_303=¡El {0x0101,0x0000} dominante ha usado Relajo!
ATKMSG_M_304=¡{0x0101,0x0000} ha usado Vozarrón!
ATKMSG_Y_304=¡El {0x0101,0x0000} salvaje ha usado Vozarrón!
ATKMSG_E_304=¡El {0x0101,0x0000} enemigo ha usado Vozarrón!
ATKMSG_N_304=¡El {0x0101,0x0000} dominante ha usado Vozarrón!
ATKMSG_M_305=¡{0x0101,0x0000} ha usado Colmillo Ven!
ATKMSG_Y_305=¡El {0x0101,0x0000} salvaje ha usado Colmillo Ven!
ATKMSG_E_305=¡El {0x0101,0x0000} enemigo ha usado Colmillo Ven!
ATKMSG_N_305=¡El {0x0101,0x0000} dominante ha usado Colmillo Ven!
ATKMSG_M_306=¡{0x0101,0x0000} ha usado Garra Brutal!
ATKMSG_Y_306=¡El {0x0101,0x0000} salvaje ha usado Garra Brutal!
ATKMSG_E_306=¡El {0x0101,0x0000} enemigo ha usado Garra Brutal!
ATKMSG_N_306=¡El {0x0101,0x0000} dominante ha usado Garra Brutal!
ATKMSG_M_307=¡{0x0101,0x0000} ha usado Anillo Ígneo!
ATKMSG_Y_307=¡El {0x0101,0x0000} salvaje ha usado Anillo Ígneo!
ATKMSG_E_307=¡El {0x0101,0x0000} enemigo ha usado Anillo Ígneo!
ATKMSG_N_307=¡El {0x0101,0x0000} dominante ha usado Anillo Ígneo!
ATKMSG_M_308=¡{0x0101,0x0000} ha usado Hidrocañón!
ATKMSG_Y_308=¡El {0x0101,0x0000} salvaje ha usado Hidrocañón!
ATKMSG_E_308=¡El {0x0101,0x0000} enemigo ha usado Hidrocañón!
ATKMSG_N_308=¡El {0x0101,0x0000} dominante ha usado Hidrocañón!
ATKMSG_M_309=¡{0x0101,0x0000} ha usado Puño Meteoro!
ATKMSG_Y_309=¡El {0x0101,0x0000} salvaje ha usado Puño Meteoro!
ATKMSG_E_309=¡El {0x0101,0x0000} enemigo ha usado Puño Meteoro!
ATKMSG_N_309=¡El {0x0101,0x0000} dominante ha usado Puño Meteoro!
ATKMSG_M_310=¡{0x0101,0x0000} ha usado Impresionar!
ATKMSG_Y_310=¡El {0x0101,0x0000} salvaje ha usado Impresionar!
ATKMSG_E_310=¡El {0x0101,0x0000} enemigo ha usado Impresionar!
ATKMSG_N_310=¡El {0x0101,0x0000} dominante ha usado Impresionar!
ATKMSG_M_311=¡{0x0101,0x0000} ha usado Meteorobola!
ATKMSG_Y_311=¡El {0x0101,0x0000} salvaje ha usado Meteorobola!
ATKMSG_E_311=¡El {0x0101,0x0000} enemigo ha usado Meteorobola!
ATKMSG_N_311=¡El {0x0101,0x0000} dominante ha usado Meteorobola!
ATKMSG_M_312=¡{0x0101,0x0000} ha usado Aromaterapia!
ATKMSG_Y_312=¡El {0x0101,0x0000} salvaje ha usado Aromaterapia!
ATKMSG_E_312=¡El {0x0101,0x0000} enemigo ha usado Aromaterapia!
ATKMSG_N_312=¡El {0x0101,0x0000} dominante ha usado Aromaterapia!
ATKMSG_M_313=¡{0x0101,0x0000} ha usado Llanto Falso!
ATKMSG_Y_313=¡El {0x0101,0x0000} salvaje ha usado Llanto Falso!
ATKMSG_E_313=¡El {0x0101,0x0000} enemigo ha usado Llanto Falso!
ATKMSG_N_313=¡El {0x0101,0x0000} dominante ha usado Llanto Falso!
ATKMSG_M_314=¡{0x0101,0x0000} ha usado Aire Afilado!
ATKMSG_Y_314=¡El {0x0101,0x0000} salvaje ha usado Aire Afilado!
ATKMSG_E_314=¡El {0x0101,0x0000} enemigo ha usado Aire Afilado!
ATKMSG_N_314=¡El {0x0101,0x0000} dominante ha usado Aire Afilado!
ATKMSG_M_315=¡{0x0101,0x0000} ha usado Sofoco!
ATKMSG_Y_315=¡El {0x0101,0x0000} salvaje ha usado Sofoco!
ATKMSG_E_315=¡El {0x0101,0x0000} enemigo ha usado Sofoco!
ATKMSG_N_315=¡El {0x0101,0x0000} dominante ha usado Sofoco!
ATKMSG_M_316=¡{0x0101,0x0000} ha usado Rastreo!
ATKMSG_Y_316=¡El {0x0101,0x0000} salvaje ha usado Rastreo!
ATKMSG_E_316=¡El {0x0101,0x0000} enemigo ha usado Rastreo!
ATKMSG_N_316=¡El {0x0101,0x0000} dominante ha usado Rastreo!
ATKMSG_M_317=¡{0x0101,0x0000} ha usado Tumba Rocas!
ATKMSG_Y_317=¡El {0x0101,0x0000} salvaje ha usado Tumba Rocas!
ATKMSG_E_317=¡El {0x0101,0x0000} enemigo ha usado Tumba Rocas!
ATKMSG_N_317=¡El {0x0101,0x0000} dominante ha usado Tumba Rocas!
ATKMSG_M_318=¡{0x0101,0x0000} ha usado Viento Plata!
ATKMSG_Y_318=¡El {0x0101,0x0000} salvaje ha usado Viento Plata!
ATKMSG_E_318=¡El {0x0101,0x0000} enemigo ha usado Viento Plata!
ATKMSG_N_318=¡El {0x0101,0x0000} dominante ha usado Viento Plata!
ATKMSG_M_319=¡{0x0101,0x0000} ha usado Eco Metálico!
ATKMSG_Y_319=¡El {0x0101,0x0000} salvaje ha usado Eco Metálico!
ATKMSG_E_319=¡El {0x0101,0x0000} enemigo ha usado Eco Metálico!
ATKMSG_N_319=¡El {0x0101,0x0000} dominante ha usado Eco Metálico!
ATKMSG_M_320=¡{0x0101,0x0000} ha usado Silbato!
ATKMSG_Y_320=¡El {0x0101,0x0000} salvaje ha usado Silbato!
ATKMSG_E_320=¡El {0x0101,0x0000} enemigo ha usado Silbato!
ATKMSG_N_320=¡El {0x0101,0x0000} dominante ha usado Silbato!
ATKMSG_M_321=¡{0x0101,0x0000} ha usado Cosquillas!
ATKMSG_Y_321=¡El {0x0101,0x0000} salvaje ha usado Cosquillas!
ATKMSG_E_321=¡El {0x0101,0x0000} enemigo ha usado Cosquillas!
ATKMSG_N_321=¡El {0x0101,0x0000} dominante ha usado Cosquillas!
ATKMSG_M_322=¡{0x0101,0x0000} ha usado Masa Cósmica!
ATKMSG_Y_322=¡El {0x0101,0x0000} salvaje ha usado Masa Cósmica!
ATKMSG_E_322=¡El {0x0101,0x0000} enemigo ha usado Masa Cósmica!
ATKMSG_N_322=¡El {0x0101,0x0000} dominante ha usado Masa Cósmica!
ATKMSG_M_323=¡{0x0101,0x0000} ha usado Salpicar!
ATKMSG_Y_323=¡El {0x0101,0x0000} salvaje ha usado Salpicar!
ATKMSG_E_323=¡El {0x0101,0x0000} enemigo ha usado Salpicar!
ATKMSG_N_323=¡El {0x0101,0x0000} dominante ha usado Salpicar!
ATKMSG_M_324=¡{0x0101,0x0000} ha usado Doble Rayo!
ATKMSG_Y_324=¡El {0x0101,0x0000} salvaje ha usado Doble Rayo!
ATKMSG_E_324=¡El {0x0101,0x0000} enemigo ha usado Doble Rayo!
ATKMSG_N_324=¡El {0x0101,0x0000} dominante ha usado Doble Rayo!
ATKMSG_M_325=¡{0x0101,0x0000} ha usado Puño Sombra!
ATKMSG_Y_325=¡El {0x0101,0x0000} salvaje ha usado Puño Sombra!
ATKMSG_E_325=¡El {0x0101,0x0000} enemigo ha usado Puño Sombra!
ATKMSG_N_325=¡El {0x0101,0x0000} dominante ha usado Puño Sombra!
ATKMSG_M_326=¡{0x0101,0x0000} ha usado Paranormal!
ATKMSG_Y_326=¡El {0x0101,0x0000} salvaje ha usado Paranormal!
ATKMSG_E_326=¡El {0x0101,0x0000} enemigo ha usado Paranormal!
ATKMSG_N_326=¡El {0x0101,0x0000} dominante ha usado Paranormal!
ATKMSG_M_327=¡{0x0101,0x0000} ha usado Gancho Alto!
ATKMSG_Y_327=¡El {0x0101,0x0000} salvaje ha usado Gancho Alto!
ATKMSG_E_327=¡El {0x0101,0x0000} enemigo ha usado Gancho Alto!
ATKMSG_N_327=¡El {0x0101,0x0000} dominante ha usado Gancho Alto!
ATKMSG_M_328=¡{0x0101,0x0000} ha usado Bucle Arena!
ATKMSG_Y_328=¡El {0x0101,0x0000} salvaje ha usado Bucle Arena!
ATKMSG_E_328=¡El {0x0101,0x0000} enemigo ha usado Bucle Arena!
ATKMSG_N_328=¡El {0x0101,0x0000} dominante ha usado Bucle Arena!
ATKMSG_M_329=¡{0x0101,0x0000} ha usado Frío Polar!
ATKMSG_Y_329=¡El {0x0101,0x0000} salvaje ha usado Frío Polar!
ATKMSG_E_329=¡El {0x0101,0x0000} enemigo ha usado Frío Polar!
ATKMSG_N_329=¡El {0x0101,0x0000} dominante ha usado Frío Polar!
ATKMSG_M_330=¡{0x0101,0x0000} ha usado Agua Lodosa!
ATKMSG_Y_330=¡El {0x0101,0x0000} salvaje ha usado Agua Lodosa!
ATKMSG_E_330=¡El {0x0101,0x0000} enemigo ha usado Agua Lodosa!
ATKMSG_N_330=¡El {0x0101,0x0000} dominante ha usado Agua Lodosa!
ATKMSG_M_331=¡{0x0101,0x0000} ha usado Recurrente!
ATKMSG_Y_331=¡El {0x0101,0x0000} salvaje ha usado Recurrente!
ATKMSG_E_331=¡El {0x0101,0x0000} enemigo ha usado Recurrente!
ATKMSG_N_331=¡El {0x0101,0x0000} dominante ha usado Recurrente!
ATKMSG_M_332=¡{0x0101,0x0000} ha usado Golpe Aéreo!
ATKMSG_Y_332=¡El {0x0101,0x0000} salvaje ha usado Golpe Aéreo!
ATKMSG_E_332=¡El {0x0101,0x0000} enemigo ha usado Golpe Aéreo!
ATKMSG_N_332=¡El {0x0101,0x0000} dominante ha usado Golpe Aéreo!
ATKMSG_M_333=¡{0x0101,0x0000} ha usado Carámbano!
ATKMSG_Y_333=¡El {0x0101,0x0000} salvaje ha usado Carámbano!
ATKMSG_E_333=¡El {0x0101,0x0000} enemigo ha usado Carámbano!
ATKMSG_N_333=¡El {0x0101,0x0000} dominante ha usado Carámbano!
ATKMSG_M_334=¡{0x0101,0x0000} ha usado Defensa Férrea!
ATKMSG_Y_334=¡El {0x0101,0x0000} salvaje ha usado Defensa Férrea!
ATKMSG_E_334=¡El {0x0101,0x0000} enemigo ha usado Defensa Férrea!
ATKMSG_N_334=¡El {0x0101,0x0000} dominante ha usado Defensa Férrea!
ATKMSG_M_335=¡{0x0101,0x0000} ha usado Bloqueo!
ATKMSG_Y_335=¡El {0x0101,0x0000} salvaje ha usado Bloqueo!
ATKMSG_E_335=¡El {0x0101,0x0000} enemigo ha usado Bloqueo!
ATKMSG_N_335=¡El {0x0101,0x0000} dominante ha usado Bloqueo!
ATKMSG_M_336=¡{0x0101,0x0000} ha usado Aullido!
ATKMSG_Y_336=¡El {0x0101,0x0000} salvaje ha usado Aullido!
ATKMSG_E_336=¡El {0x0101,0x0000} enemigo ha usado Aullido!
ATKMSG_N_336=¡El {0x0101,0x0000} dominante ha usado Aullido!
ATKMSG_M_337=¡{0x0101,0x0000} ha usado Garra Dragón!
ATKMSG_Y_337=¡El {0x0101,0x0000} salvaje ha usado Garra Dragón!
ATKMSG_E_337=¡El {0x0101,0x0000} enemigo ha usado Garra Dragón!
ATKMSG_N_337=¡El {0x0101,0x0000} dominante ha usado Garra Dragón!
ATKMSG_M_338=¡{0x0101,0x0000} ha usado Planta Feroz!
ATKMSG_Y_338=¡El {0x0101,0x0000} salvaje ha usado Planta Feroz!
ATKMSG_E_338=¡El {0x0101,0x0000} enemigo ha usado Planta Feroz!
ATKMSG_N_338=¡El {0x0101,0x0000} dominante ha usado Planta Feroz!
ATKMSG_M_339=¡{0x0101,0x0000} ha usado Corpulencia!
ATKMSG_Y_339=¡El {0x0101,0x0000} salvaje ha usado Corpulencia!
ATKMSG_E_339=¡El {0x0101,0x0000} enemigo ha usado Corpulencia!
ATKMSG_N_339=¡El {0x0101,0x0000} dominante ha usado Corpulencia!
ATKMSG_M_340=¡{0x0101,0x0000} ha usado Bote!
ATKMSG_Y_340=¡El {0x0101,0x0000} salvaje ha usado Bote!
ATKMSG_E_340=¡El {0x0101,0x0000} enemigo ha usado Bote!
ATKMSG_N_340=¡El {0x0101,0x0000} dominante ha usado Bote!
ATKMSG_M_341=¡{0x0101,0x0000} ha usado Disparo Lodo!
ATKMSG_Y_341=¡El {0x0101,0x0000} salvaje ha usado Disparo Lodo!
ATKMSG_E_341=¡El {0x0101,0x0000} enemigo ha usado Disparo Lodo!
ATKMSG_N_341=¡El {0x0101,0x0000} dominante ha usado Disparo Lodo!
ATKMSG_M_342=¡{0x0101,0x0000} ha usado Cola Veneno!
ATKMSG_Y_342=¡El {0x0101,0x0000} salvaje ha usado Cola Veneno!
ATKMSG_E_342=¡El {0x0101,0x0000} enemigo ha usado Cola Veneno!
ATKMSG_N_342=¡El {0x0101,0x0000} dominante ha usado Cola Veneno!
ATKMSG_M_343=¡{0x0101,0x0000} ha usado Antojo!
ATKMSG_Y_343=¡El {0x0101,0x0000} salvaje ha usado Antojo!
ATKMSG_E_343=¡El {0x0101,0x0000} enemigo ha usado Antojo!
ATKMSG_N_343=¡El {0x0101,0x0000} dominante ha usado Antojo!
ATKMSG_M_344=¡{0x0101,0x0000} ha usado Placaje Eléc!
ATKMSG_Y_344=¡El {0x0101,0x0000} salvaje ha usado Placaje Eléc!
ATKMSG_E_344=¡El {0x0101,0x0000} enemigo ha usado Placaje Eléc!
ATKMSG_N_344=¡El {0x0101,0x0000} dominante ha usado Placaje Eléc!
ATKMSG_M_345=¡{0x0101,0x0000} ha usado Hoja Mágica!
ATKMSG_Y_345=¡El {0x0101,0x0000} salvaje ha usado Hoja Mágica!
ATKMSG_E_345=¡El {0x0101,0x0000} enemigo ha usado Hoja Mágica!
ATKMSG_N_345=¡El {0x0101,0x0000} dominante ha usado Hoja Mágica!
ATKMSG_M_346=¡{0x0101,0x0000} ha usado Hidrochorro!
ATKMSG_Y_346=¡El {0x0101,0x0000} salvaje ha usado Hidrochorro!
ATKMSG_E_346=¡El {0x0101,0x0000} enemigo ha usado Hidrochorro!
ATKMSG_N_346=¡El {0x0101,0x0000} dominante ha usado Hidrochorro!
ATKMSG_M_347=¡{0x0101,0x0000} ha usado Paz Mental!
ATKMSG_Y_347=¡El {0x0101,0x0000} salvaje ha usado Paz Mental!
ATKMSG_E_347=¡El {0x0101,0x0000} enemigo ha usado Paz Mental!
ATKMSG_N_347=¡El {0x0101,0x0000} dominante ha usado Paz Mental!
ATKMSG_M_348=¡{0x0101,0x0000} ha usado Hoja Aguda!
ATKMSG_Y_348=¡El {0x0101,0x0000} salvaje ha usado Hoja Aguda!
ATKMSG_E_348=¡El {0x0101,0x0000} enemigo ha usado Hoja Aguda!
ATKMSG_N_348=¡El {0x0101,0x0000} dominante ha usado Hoja Aguda!
ATKMSG_M_349=¡{0x0101,0x0000} ha usado Danza Dragón!
ATKMSG_Y_349=¡El {0x0101,0x0000} salvaje ha usado Danza Dragón!
ATKMSG_E_349=¡El {0x0101,0x0000} enemigo ha usado Danza Dragón!
ATKMSG_N_349=¡El {0x0101,0x0000} dominante ha usado Danza Dragón!
ATKMSG_M_350=¡{0x0101,0x0000} ha usado Pedrada!
ATKMSG_Y_350=¡El {0x0101,0x0000} salvaje ha usado Pedrada!
ATKMSG_E_350=¡El {0x0101,0x0000} enemigo ha usado Pedrada!
ATKMSG_N_350=¡El {0x0101,0x0000} dominante ha usado Pedrada!
ATKMSG_M_351=¡{0x0101,0x0000} ha usado Onda Voltio!
ATKMSG_Y_351=¡El {0x0101,0x0000} salvaje ha usado Onda Voltio!
